park_name,park_code,year,month,visits
Canyonlands National Park,CANY,1991,2,3926
Canyonlands National Park,CANY,1991,3,20734
Canyonlands National Park,CANY,1991,4,40440
Canyonlands National Park,CANY,1991,5,52868
Canyonlands National Park,CANY,1991,6,43875
Canyonlands National Park,CANY,1991,7,33229
Canyonlands National Park,CANY,1991,8,34052
Canyonlands National Park,CANY,1991,9,45082
Canyonlands National Park,CANY,1991,10,45485
Canyonlands National Park,CANY,1991,11,10446
Canyonlands National Park,CANY,1991,12,5367
Canyonlands National Park,CANY,1992,1,3824
Canyonlands National Park,CANY,1992,2,4447
Canyonlands National Park,CANY,1992,3,25618
Canyonlands National Park,CANY,1992,4,46766
Canyonlands National Park,CANY,1992,5,52900
Canyonlands National Park,CANY,1992,6,53412
Canyonlands National Park,CANY,1992,7,37732
Canyonlands National Park,CANY,1992,8,52200
Canyonlands National Park,CANY,1992,9,50263
Canyonlands National Park,CANY,1992,10,48048
Canyonlands National Park,CANY,1992,11,15191
Canyonlands National Park,CANY,1992,12,5297
Canyonlands National Park,CANY,1993,1,4582
Canyonlands National Park,CANY,1993,2,4890
Canyonlands National Park,CANY,1993,3,29711
Canyonlands National Park,CANY,1993,4,51172
Canyonlands National Park,CANY,1993,5,77141
Canyonlands National Park,CANY,1993,6,51787
Canyonlands National Park,CANY,1993,7,42379
Canyonlands National Park,CANY,1993,8,52522
Canyonlands National Park,CANY,1993,9,57673
Canyonlands National Park,CANY,1993,10,44142
Canyonlands National Park,CANY,1993,11,13315
Canyonlands National Park,CANY,1993,12,5530
Canyonlands National Park,CANY,1994,1,5902
Canyonlands National Park,CANY,1994,2,6651
Canyonlands National Park,CANY,1994,3,36576
Canyonlands National Park,CANY,1994,4,53551
Canyonlands National Park,CANY,1994,5,63478
Canyonlands National Park,CANY,1994,6,46117
Canyonlands National Park,CANY,1994,7,43987
Canyonlands National Park,CANY,1994,8,50480
Canyonlands National Park,CANY,1994,9,58446
Canyonlands National Park,CANY,1994,10,48330
Canyonlands National Park,CANY,1994,11,11804
Canyonlands National Park,CANY,1994,12,4599
Canyonlands National Park,CANY,1995,1,4176
Canyonlands National Park,CANY,1995,2,7327
Canyonlands National Park,CANY,1995,3,31555
Canyonlands National Park,CANY,1995,4,49320
Canyonlands National Park,CANY,1995,5,69210
Canyonlands National Park,CANY,1995,6,57919
Canyonlands National Park,CANY,1995,7,51677
Canyonlands National Park,CANY,1995,8,57702
Canyonlands National Park,CANY,1995,9,59197
Canyonlands National Park,CANY,1995,10,46089
Canyonlands National Park,CANY,1995,11,11805
Canyonlands National Park,CANY,1995,12,2792
Canyonlands National Park,CANY,1996,1,3964
Canyonlands National Park,CANY,1996,2,8250
Canyonlands National Park,CANY,1996,3,27932
Canyonlands National Park,CANY,1996,4,58874
Canyonlands National Park,CANY,1996,5,62646
Canyonlands National Park,CANY,1996,6,47604
Canyonlands National Park,CANY,1996,7,59122
Canyonlands National Park,CANY,1996,8,55390
Canyonlands National Park,CANY,1996,9,61737
Canyonlands National Park,CANY,1996,10,41912
Canyonlands National Park,CANY,1996,11,14045
Canyonlands National Park,CANY,1996,12,6051
Canyonlands National Park,CANY,1997,1,3983
Canyonlands National Park,CANY,1997,2,7311
Canyonlands National Park,CANY,1997,3,28875
Canyonlands National Park,CANY,1997,4,47302
Canyonlands National Park,CANY,1997,5,62222
Canyonlands National Park,CANY,1997,6,51274
Canyonlands National Park,CANY,1997,7,52474
Canyonlands National Park,CANY,1997,8,59108
Canyonlands National Park,CANY,1997,9,58424
Canyonlands National Park,CANY,1997,10,45259
Canyonlands National Park,CANY,1997,11,12146
Canyonlands National Park,CANY,1997,12,4319
Capitol Reef National Park,CARE,1979,1,1620
Capitol Reef National Park,CARE,1979,2,2471
Capitol Reef National Park,CARE,1979,3,9661
Capitol Reef National Park,CARE,1979,4,39171
Capitol Reef National Park,CARE,1979,5,46359
Capitol Reef National Park,CARE,1979,6,45839
Capitol Reef National Park,CARE,1979,7,39455
Capitol Reef National Park,CARE,1979,8,39963
Capitol Reef National Park,CARE,1979,9,33191
Capitol Reef National Park,CARE,1979,10,22473
Capitol Reef National Park,CARE,1979,11,5933
Capitol Reef National Park,CARE,1979,12,2724
Capitol Reef National Park,CARE,1980,1,1501
Capitol Reef National Park,CARE,1980,2,3682
Capitol Reef National Park,CARE,1980,3,9870
Capitol Reef National Park,CARE,1980,4,33379
Capitol Reef National Park,CARE,1980,5,55838
Capitol Reef National Park,CARE,1980,6,61645
Capitol Reef National Park,CARE,1980,7,61719
Capitol Reef National Park,CARE,1980,8,55034
Capitol Reef National Park,CARE,1980,9,31818
Capitol Reef National Park,CARE,1980,10,18369
Capitol Reef National Park,CARE,1980,11,6421
Capitol Reef National Park,CARE,1980,12,3512
Capitol Reef National Park,CARE,1981,1,5573
Capitol Reef National Park,CARE,1981,2,4873
Capitol Reef National Park,CARE,1981,3,9245
Capitol Reef National Park,CARE,1981,4,41465
Capitol Reef National Park,CARE,1981,5,60189
Capitol Reef National Park,CARE,1981,6,64536
Capitol Reef National Park,CARE,1981,7,74350
Capitol Reef National Park,CARE,1981,8,55757
Capitol Reef National Park,CARE,1981,9,46058
Capitol Reef National Park,CARE,1981,10,25615
Capitol Reef National Park,CARE,1981,11,6984
Capitol Reef National Park,CARE,1981,12,3144
Capitol Reef National Park,CARE,1982,1,1920
Capitol Reef National Park,CARE,1982,2,4459
Capitol Reef National Park,CARE,1982,3,8146
Capitol Reef National Park,CARE,1982,4,28593
Capitol Reef National Park,CARE,1982,5,40155
Capitol Reef National Park,CARE,1982,6,50694
Capitol Reef National Park,CARE,1982,7,46786
Capitol Reef National Park,CARE,1982,8,42672
Capitol Reef National Park,CARE,1982,9,30578
Capitol Reef National Park,CARE,1982,10,25046
Capitol Reef National Park,CARE,1982,11,6970
Capitol Reef National Park,CARE,1982,12,3467
Capitol Reef National Park,CARE,1983,1,3119
Capitol Reef National Park,CARE,1983,2,4816
Capitol Reef National Park,CARE,1983,3,10631
Capitol Reef National Park,CARE,1983,4,24108
Capitol Reef National Park,CARE,1983,5,50608
Capitol Reef National Park,CARE,1983,6,51792
Capitol Reef National Park,CARE,1983,7,55160
Capitol Reef National Park,CARE,1983,8,44430
Capitol Reef National Park,CARE,1983,9,45544
Capitol Reef National Park,CARE,1983,10,29719
Capitol Reef National Park,CARE,1983,11,7757
Capitol Reef National Park,CARE,1983,12,4050
Capitol Reef National Park,CARE,1984,1,3978
Capitol Reef National Park,CARE,1984,2,4491
Capitol Reef National Park,CARE,1984,3,11893
Capitol Reef National Park,CARE,1984,4,27205
Capitol Reef National Park,CARE,1984,5,41054
Capitol Reef National Park,CARE,1984,6,52351
Capitol Reef National Park,CARE,1984,7,45532
Capitol Reef National Park,CARE,1984,8,44873
Capitol Reef National Park,CARE,1984,9,27862
Capitol Reef National Park,CARE,1984,10,23946
Capitol Reef National Park,CARE,1984,11,8462
Capitol Reef National Park,CARE,1984,12,4583
Capitol Reef National Park,CARE,1985,1,3990
Capitol Reef National Park,CARE,1985,2,3999
Capitol Reef National Park,CARE,1985,3,11190
Capitol Reef National Park,CARE,1985,4,30541
Capitol Reef National Park,CARE,1985,5,50178
Capitol Reef National Park,CARE,1985,6,50074
Capitol Reef National Park,CARE,1985,7,49074
Capitol Reef National Park,CARE,1985,8,51836
Capitol Reef National Park,CARE,1985,9,35985
Capitol Reef National Park,CARE,1985,10,24476
Capitol Reef National Park,CARE,1985,11,6050
Capitol Reef National Park,CARE,1985,12,3110
Capitol Reef National Park,CARE,1986,1,5227
Capitol Reef National Park,CARE,1986,2,8993
Capitol Reef National Park,CARE,1986,3,28306
Capitol Reef National Park,CARE,1986,4,26234
Capitol Reef National Park,CARE,1986,5,47602
Capitol Reef National Park,CARE,1986,6,46390
Capitol Reef National Park,CARE,1986,7,60575
Capitol Reef National Park,CARE,1986,8,65104
Capitol Reef National Park,CARE,1986,9,46209
Capitol Reef National Park,CARE,1986,10,34243
Capitol Reef National Park,CARE,1986,11,9421
Capitol Reef National Park,CARE,1986,12,5438
Capitol Reef National Park,CARE,1987,1,4590
Capitol Reef National Park,CARE,1987,2,7157
Capitol Reef National Park,CARE,1987,3,13319
Capitol Reef National Park,CARE,1987,4,43348
Capitol Reef National Park,CARE,1987,5,69238
Capitol Reef National Park,CARE,1987,6,50320
Capitol Reef National Park,CARE,1987,7,64005
Capitol Reef National Park,CARE,1987,8,65168
Capitol Reef National Park,CARE,1987,9,52959
Capitol Reef National Park,CARE,1987,10,42531
Capitol Reef National Park,CARE,1987,11,10794
Capitol Reef National Park,CARE,1987,12,5379
Capitol Reef National Park,CARE,1988,1,3363
